15,216,2.26755023
15,367,2.49053669
15,556,2.60224867
15,1047,2.50171208
15,1131,2.89287066
15,1147,2.82103968
15,1189,2.79768467
15,1201,2.63707757
15,1209,3.06426859
15,1254,2.81569481
15,1284,2.80933762
15,1361,2.5020566
15,1479,2.30701256
15,1753,2.35603356
15,1955,2.79677963
15,2020,2.82535338
15,2064,3.27182913
15,2313,2.65554309
15,2528,2.47412324
15,2915,2.62509441
15,2990,2.29281926
15,2993,2.70018435
15,3007,3.15902376
15,3107,2.28018618
15,3168,2.56506777
15,3256,2.74436426
15,3265,2.97740602
15,3275,2.63146448
15,3633,2.50090027
15,3635,2.76612329
15,3638,2.49416232
15,3639,2.58669901
15,3984,2.40165448
15,4005,2.53860378
15,4085,2.62726808
15,4149,2.17644858
15,4247,2.27307415
15,4299,2.49125504
15,4322,2.76911378
15,4351,2.67272496
15,4489,2.41301131
15,4719,2.58464909
15,4974,2.17974067
15,5120,2.24679279
15,5298,2.8756032
15,5339,2.39504504
15,5391,2.68648839
15,5903,2.68032074
15,6934,2.22248745
15,6947,2.64367294
15,6989,2.56613469
15,7003,2.65431547
15,7004,2.27709031
15,7123,3.05877018
15,7484,2.35392261
15,7569,2.54223132
15,7573,2.40629935
15,7698,3.18924809
15,7792,2.45027447
15,8581,2.68460846
15,8641,2.65266466
15,8807,2.81163239
15,8950,2.85469532
15,8972,2.58529377
15,8974,2.05543184
15,27478,2.05614781
15,27821,2.48102808
15,27904,2.42428827
15,31685,2.29182386
15,33154,2.62105465
15,34048,2.09771919
15,34072,2.49076509
15,34319,2.60144234
15,34334,1.90759087
15,34405,2.44386816
15,38886,2.57195258
15,42718,2.38611984
15,44761,2.22848749
15,45186,2.3260746
15,45499,2.52430677
15,45666,2.08221912
15,46530,2.28015423
15,46578,2.91501904
15,46723,2.7878201
15,46972,2.41380119
15,48082,2.97636414
15,48394,2.70247102
15,49278,2.60416603
15,51662,2.44929576
15,52245,2.42401147
15,52328,2.68945646
15,52722,2.60277081
15,52973,2.6366663
15,53894,2.43008423
15,53972,2.33794117
15,54503,2.75775862
15,54881,2.72994041
15,55269,2.6172986
15,55765,2.6714859
15,55820,2.89059401
15,56367,2.53708363
15,57669,2.71866179
15,58025,1.96489227
15,58295,2.71947265
15,59369,2.78751874
15,59615,2.09427404
15,59784,2.37937927
15,59900,1.8706311
15,60072,2.15908551
15,60126,2.25889969
15,61024,2.8650763
15,61394,2.39723873
15,62374,2.70662522
15,63082,2.73289895
15,63131,2.38694382
15,63859,2.74370623
15,65642,2.74527192
15,66934,2.51815796
15,67734,1.85266507
15,67997,2.68313313
15,68157,2.87994337
15,68237,2.89695501
15,68319,2.12212729
15,68791,2.54352665
15,68793,2.25271702
15,68954,2.69245028
15,69122,2.75273061
15,69306,2.08918881
15,69406,2.83342838
15,69481,2.679245
15,72011,2.78031445
15,72226,2.77703023
15,72378,2.20646238
15,73344,3.3421855
15,74458,2.87635183
15,74795,2.5641222
15,76293,2.28517675
15,77455,3.02697134
15,77561,2.15557551
15,78499,2.79756427
15,79057,2.58060694
15,79132,2.73790145
15,79695,2.48711133
15,79702,3.12882948
15,80463,2.82158518
15,80489,2.81386518
15,81591,2.65161037
15,81845,2.21916938
15,82461,2.46089482
68,8636,3.80655479
68,31658,3.82400465
73,1,4.16864014
73,6,3.87202024
73,25,3.78989744
73,32,4.29745531
73,36,3.9169116
73,63,3.56192851
73,101,3.83450365
73,112,3.54594612
73,216,3.49173689
73,247,3.62551785
73,256,3.29254031
73,267,2.93023133
73,293,4.37390804
73,322,3.85969925
73,364,3.92724323
73,428,3.67654943
73,435,2.23265219
73,442,2.45905256
73,466,3.2059617
73,471,3.89307451
73,553,3.72413397
73,588,3.44493437
73,595,3.49995518
73,628,3.75082684
73,785,3.67827082
73,799,3.54908276
73,919,4.04925728
73,1022,3.47046328
73,1027,3.33893323
73,1200,3.99522209
73,1201,3.99719119
73,1213,4.25627518
73,1214,4.05074072
73,1218,3.75191092
73,1255,3.27562594
73,1257,3.59978771
73,1266,3.45556831
73,1274,3.80094194
73,1285,3.96128082
73,1291,3.9522624
73,1342,3.34227133
73,1374,3.90383267
73,1394,3.88399482
73,1396,3.63930798
73,1485,3.26559639
73,1500,4.18740988
73,1566,3.66148472
73,1573,3.39010501
73,1639,3.54652667
73,1748,3.7740202
73,1784,3.59721041
73,1785,3.46398234
73,1912,3.3681922
73,1916,3.72597671
73,1967,3.51088667
73,1968,4.02366114
73,2005,3.82847786
73,2033,3.4689908
73,2058,3.41423249
73,2060,3.17170119
73,2080,3.58587527
73,2081,3.45536041
73,2115,3.85190153
73,2138,3.85996437
73,2139,3.67913771
73,2143,3.60842323
73,2144,3.90791464
73,2195,3.07827091
73,2231,3.71579194
73,2252,3.42706919
73,2273,3.75191975
73,2378,3.38419342
73,2395,3.73167276
73,2427,3.65268469
73,2459,3.51051569
73,2467,3.99108911
73,2580,3.86011958
73,2606,3.30360079
73,2692,4.35068989
73,2707,3.77090335
73,2724,2.65733218
73,2734,3.69342303
73,2841,3.72418308
73,2860,3.48492122
73,2867,3.20653462
73,2879,3.62537861
73,2916,3.910501
73,2918,4.28728676
73,2947,3.71445298
73,2948,3.66264105
73,2959,4.59164238
73,2985,3.86225891
73,3006,3.52348614
73,3020,3.89106035
73,3034,3.87864804
73,3036,3.67541456
73,3070,3.71681905
73,3104,3.84805584
73,3174,3.52107334
73,3253,3.28796983
73,3265,3.69683552
73,3300,3.25933313
73,3328,3.62902188
73,3363,3.59761524
73,3481,4.15297699
73,3499,3.79910183
73,3552,3.41710925
73,3717,2.42065239
73,3735,3.69625783
73,3761,3.53647733
73,3948,3.66665411
